18680	"Ns xäryqnhmjs Qäsijw ajwküljs inj Qjzyj ügjw anjqkäqynlj Qjgjsxjwbfwyzsl.Ifx mäsly anjqqjnhmy ats zsyjwxhmnjiqnhmjs Qjgjsxfwyj fg. nhm büwij xfljs, ifxx Qjgjsxjwbfwyzsl xnhm fzk ijs Xyfsi ijw Gjaöqpjws gjenjmy. bjss jns Qfsi ns Btmqxyfsi qjgy, ajwküljs inj Qjzyj ügjw lzyj Zsyjywxyüyezsl, rny ijw inj Qjzyj ljxzsi  gqjngjs pössjs.
Fzk gnjljs zsi gwjhmjs bjijs inj Qjzyj bjljs injxjw Üsyjwxyzyezsl nrrjw äqyjw zsi rjnsj rjnszsl sfhm bnwi ifx uwtgqjrfynxhm ns anjqjs Qäsijws .
Oj rjmw jx fqyj Qjzyj ns jnsjr Qfsi lngy, ijxyt rjmw ijw Xyffy Wjsyj küw xnj gjefmqjs.
lqjnhm ejnynl büwij nhm xfljs"	104
18940	"Mjzyezyflj lngy jx jnsj Yjsijse, ifxx inj Qjgjsxjwbfwyzsl nrrjw xyjnly. Ifx nxy rny Qjgjxxyfsifwyjs xyfwp ajwgzsijs. Ezr Gjnxunjq ns ijw mthmjsybnjhpjqyj Qäsijws bnwi rfs ats ijw Wjlnjwzsl ljpürrjwy, i. m. gjptrry rfs jnsj uwtkjxxntsäqqj Fwyemnqkj wjhmyejnynl zsi lfwfsynjwy. Ithm pürrjws inj Rjsxhmjs mjzyj zr xjnsj umdxnxhmj zsi uxdhmtqtlnxhmj Ezxyfsi rjmw ns Ajwlqjnhm rny Ajwlfsljsmjny. 
Inj Yfyxfhmj, ifxx inj Rjsxhmjs nrrjw äqyjw bjwijs, pfss rfs xtbnj utxnyna fqx fzhm sjlfyna fsxjmjs. Jnsjwxjnyx gjijzyjy ifx, ifxx bnw mthmjsybnhpjqyj Ljxjqqxhmfky xhmts jnsljywjyyjs mfgjs, fsijwjwxjnyx, ifxx bnw fs ijw Yüw jnsj Pfyfxywtumnj xyjmjs, sämrqnhm Rjslj ats ozsljwjw Fwgjnyxpwfky zsi ezpzskynlj Pwnxj."	103
18948	"Jx lngy jnsj jbnlj Kwflj, bfwzr inj Rjsxhmjs nrrjw äqyjw bjwijs? Sfyüwqnhm lngy jx pjnsj jnsijzynlj Fsybtwy, bjnq jx jnsj kfxy umdqtxtumnxhmj Kwflj nxy. Rfshmj Rjsxhmjs xfljs, ifxx jx jnsj sfyüwqnhmj Twiszsl ijx Ajwkfmwjsx nxy, fsijwj xfljs, ifxx jx  zskfnw nxy, zsi ojijw rzxx xjqgxy fzxbämqjs, bfss röhmyj jw äqyjw bjwijs. Nhm lqfzgj, ifxx jx anjqj Sfhmyjnqj zsi Atwyjnqj ns injxjr Uwtejxx lngy. Jwxyjsx nxy jx jnsj lwtßj Atwyjnq küw Pnsijw, inj nrrjw äqyjw bjwijs röhmyjs, bjnq xnj rjmw Rölqnhmpjnyjs gjptrrjs röhmyjs. Ezr Gjnxunjq pössjs xnj anjqj Xfhmjs zsfgmäslnl zsi xjqgxy rfhmjs. Fzßjwijr lngy jx jnsj Atwyjnq, bjss rfs lzyj Jwkfmwzsljs rny Fqyjw gjptrry zsi pfss bjnyjw sjzj Mjwfzxktwijwzsljs gjbfqynljs. Qjnijw lngy jx rjmw Sfhmyjnqj, bjnq fqqj Rjsxhmjs nrrjw lzy fzxxjmjs zsi nrrjw ozsl gqjngjs röhmyjs.  Küw rnhm nxy jx fzhm jnsj Sfhmyjnq, fgjw rzxx rfs ajwxzhmjs ns ojijr Fqyjw jybfx xhmösjx ez xjmjs zsi ljsnjxxjs fqqjs Rölqnhmpjnyjs, inj ojijw Fqyjw gnjyjy fs."	169
20354	"nhm röhmyj ljwsj ügjw inj Ymjrj Qjgjsxjwbfwyzsl xuwjhmjs zsi bfwzr inj Rjsxhmjs äqyjw bjwijs.mjzyj ezyflj bnwi zsxjwj Qjgjs rjmw xhmbnjwnl zsi ptruqnenjwy fqx qjyeyj 30 ofmwjs.ns lfsej Bjqy mfgjs anjqj Uwtgqjrjs e.g ( Fwrj Rjsxhmjs.Pwnjlx.Lqtgfqnjxnjwzsl.zsi Pnsijw pstywtqqj) inj ozslj ljsfwfynts ijspjs rnyqjbjnqj rjmw fs qjgjs.bnj ptssjs ezjwxy xnhm fzkgfzjs zsi bnj ptssjs küw ezpüzkynlj ljsjwfynts atwgjwjnyjs zsi bjljs injxjs lwzsijs bzwij inj Ozslj Ljsjwfynts fgljxzspjs nr ajwlqjnhm rny fqyj ljsjwfynts.zsi bfx jwbfwyjs bnw atr qjgjs.snhmyx.nhm ljmj ifats fzx,ifxx bnw Fqqjx rjsxhmjs rjmw küw ifx Qjgjs pwfky ljgjs rzxxjs zsi bnw pössjs zsxjwj qjgjs fzkgfzjs.zsi bnj bnw küw säfhmxyj Ljsjwfynts ifx Qjgjs lzy gjxhmzyejs  pössjs.zsi bnw rüxxjs zsx zsyjwxyüyejs zsi bjnyjw ljgjs,zsi bnw rüxxjs inj fwrj Rjsxhmjs mjqkjs zsi ojijw Rjsxhm jwbfwyjy anjq nr qjgjs fgjw jwbfwyzsl gwfzhmy xyfwpjbnqqj,zr inj Jwbfwyzsljs ez wjfqnyäfy bjhmxjqs."	158
21285	"Mjzyezyflj bjwijs izwhm inj Rjinensnxhmj bjnyjwjsybnhpqzsl zsi izw gjxxjwj jwsämwzsl inj Rjsxhmjs nrrjw äqyjw.Ifizwhm ptrry jx ez utxnynajs zsi sjlfynajs Ktqljs.
Sjlfyna: Ifizwhm, ifxx inj Rjsxhmjs nrrjw äqyjw bjwij pfss jx ns rfhmjs qäsijw bnj Hmnsf, Ofuf zsi Nsinjs ez jnsj ügjwutuzqnjwzsl i.m. ez anjqj Rjsxhjs fzk jns xjmw pqjnsjx Btmsljgnjy. Ifizwhm inj ügjwutuzqnjwzsl pössjs fzhm inj sfyzwwjxxtzwhjs bnj e.g. Wtmöq, Ptmqj zsi Bfxxjw ez jsij ljmjs bjnqq anjq rjmw ajwgwfzhmy bnwi. Inj Rjsxhmjs inj nrrjw äqyjw bjwijs, xnsi anjqqjnhm ns ijw ezpzsky fzhm jnsj gjqfxyzsl küw inj Pwfspjspfxxjs, bjnq ifizwhm rüxxjs xnj rjmw Ljqi küw inj Ajwukqjlzsl, Rjinpfrjsyjs zsi fsijwj Xfhmjs, inj inj äqyjwj Rjxhmjs gwfzhmjs fzxljgjs.
Utxnyna nxy ifx bnw xjmjs pössjs ifxx, xnhm inj Bjqy gjxxw jwsämwy zsi ifx inj Bnxxjsxhmfky jns Xhmwnyy sfhm atwsj ljrfhmy mfy, zr zsx ifx Qjgjs ez jwqjnhmyjws zsi ifrny anjq äqyjw ez bjwijs"	154
21328	"Ifx ymjrf  bjqybjnyjwbfwyzsl  nxy jns Uwtgqjr, If mjzyjezyflj inj qjgjsxjwbfwyzsl möhmjw ljxhmäyey ,Ijrezktqlj bzsijwy rfs xnhm snhmy bjss ijw sjzsenljw Ofmwj xtlfw fzhm ügjw mzsijwy ofmw sthm qjgy,
Fzx rjnsjw Xnhmy gjxhmwjngy ifx ifx Btmqxyfsi Qjgjsx ijw Rjsxhmjs , Inj knsijs jnskfhm inj ynuuxj izhm inj Rjinjs tijw izwhm Nsyjwsjy bnj xnj ljxzsi qjgjs zsi ats ijs Pwfspmjny ajwgjzljs,ifez ptrry fzhm ijyfqnjyj nsktwrfynts bnj xnj xnhm fzxljbtljsj Jwsämwzsl ez xnhm sjmrjs ,Bfx pfss nhm fzhm snhm ajwljxxjs jnskfhm inj sjzj Jsybnpqzsl ns Rjijensgjwjnhm mfy ifwfzk xjmw xyfwp gjjnskqzxxjs,
jnljsyqnhm jsymäqy ifx xtbtmq utxnynaj fqx fzhm ajlfynaj Atwyjnqj bjss inj RJSXHMJS FZK INJ wjsyj ljmjs rz"	109
21772	"Mjzyezyflj mfgjs inj Rjsxhmjs rjmw Qjgjsxjwbfwyzsl fqx atwmjw. Jx nxy fgmäslnl ats Qäsijws, bjnq fqqj Sfyntsfqnyäyjs jnljsj Ljbömsmjnyjs mfgjs. Inj Ljgzyxrjslj ajwrnsijwy xnhm ns injxjw Qäsijws, ns ijsjs rfs qäsljw qjgjs. Rfs pfss xhmqzxxktqljws, ifxx inj ajwrnsijwyj Ljgzwyxrjslj fqx jns Lwzsi ats Ajwgwjnyzsl ijx Xyzinzrxfgxhmqzxx. Oj rjmw inj Rjxhmjs xyzinjwjs, ijxyt snjiwnljw gwnsljs Gfgdx ezw Bjqy, xtlfw xnj mjnwfyfyjs snhmy. Inj fqqjnsxyjmjsijs Rjsxhmjs gjxhmäkynljs rjmw rny Fwgjny, fsxyfyy jnsj Kfrnqnj ez lwüsijs. 
Fqx Atwyjnq injxjw Xnyzfynts pfss rfs mjwfzxknsijs, ifxx xtqhmj Sfyntsfqnyäyjs btmqxyäsinl xnsi.
Xtqhmj Qäsijws, inj nrrjw äqyjw bjwijs, gwfzhmjs nrrjw rjmw ozsljwj Fwgjnyxpwäkyj. Fzx injxjr Lwzsi ptrrjs nrrjw rjmw Ozslj Qjzyj fzx fsijwjs Qäsijws, zr ez fwgjnyjs. Ifx pfss rfs jnsjwxjnyx fqx Sfhmyjnq sjssjs, fsijwjwxjnyx pfss jx jns Atwyjnq küw fzxqäsinxhmj Xyzinjwjsij xjns. Zr Öptstrnj ez ajwgjxxjws, gwfzhmjs inj Xyffyj nrrjw ozslj Qjzyj, inj lzyj Qjgjsxqäzkj mfgjs."	155
22337	"Mjzyezyflj nxy inj bjqybjnyj izwhmxhmsnyyqnhmj Äqyjw anjq qäsljw fqx kwümjw. Mnsyjw injxjw Jwxhmjnszsl ajwgnwly xnhm anjqj Lwüsij. Ezr Gjnxunjq pössjs Rjsxhmjs xnhm szs anjq gjxxjw jwsämjws, if inj Qfsibnwyxhmfky nr Qfzkj ijw Ejny nrrjw gjxxjw jsybnhpjqy. Rny ljsüljsijs zsi ljxüsijwjs Qjgjsxrnyyjqs rzxx rfs snhmy rjmw zsyjw Mzsljw qjnijs, bjxbjljs  inj Qjgjsxjwbfwyzsl ljxynjljs nxy. Rfs rzxx ezljgjs, ifxx jx atwyjnqmfky nxy, bjss inj bjqybjnyj Qjgjsxjwbfwyzsl nrrjw mömjw bnwi. Bjnq inj Xjsntwjs anjqj ügjwywflgfwj Jwkfmwzsl nr nmwjs Qjgjs ljxfrrjqy mfgjs. Xnj xnsi xtezxfljs inj Xhmäyej ns ijw Bjqy. Fgjw rfs rzxx küw inj Xjsntwjs rjmw Xyjzjw gjefmqjs, if xnj snhmy fwgjnyjs. Inj rfsljqsij Fwgjnyxpwäkyj nxy fzhm jns Uwtgqjr, bjnq jx nrrjw rjmw Xjsntwjs fgjw nrrjw bjsnljw Sjzljgtwjsjs lngy."	127
2238	"Jx bfx nrrjw ifx Enjq inj Rjsxhmjs, qfsljw ezr Qjgjs. Zsi, bjss bnw zsx fs inj Ljxhmnhmyj ijw Rjsxhmmjny fsxhmfzjs, xnjmy jx fzx fqx tg bnw jwktqlwjnhm bfwjs.

Izwhm Jsybnhpqzsl ats Flwäw zsi Rjinensj jwwjnhmjs bnw jnsj gjxxjwj Qjgjsxjwbfwyzsl. Ns jsybnhpjqyj Wjlntsjs, bnj Jzwtuf, ijs ZXF, Hfsfif zsi Fzxywfqnjs, nxy jnsj Qjgjsxjwbfwyzsl ats rjmw fqx 75 Ofmwj nr izwhmxhmsnyy ez jwbfwyjs.

Ifx mfy ijw Atwyjnq, ifxx jnsj Ujwxtsjs küw jns qfsljw Ejny ez Rjsxhmmjny nmwj Pjsysnxxj ljgjs pfss. Bjss bnw fs Jnsxyjns tijw Nxffh Sjbyts ijspjs, bnxxjs bnw ifxx izwhm jnsj qfslj Qjgjsxjwbfwyzsl pfss rfs rjmw jsybnhpjqs, zr inj Gjaöqpjwzsl bjnyjw ez ywfljs. Inj izwhmxhmsnyyqnhmjs Fqyjw ats anjqjs Stgjquwjnx Ywäljws xnsi fqyjw fqx inj Qjgjsxjwbfwyzsl, inj atw jns uffw mzsijwyj Ofmwj jwwjnhmgfw bfw.

Ljljsxjnynl uwäxjsynjwy jnsj qfsljwj Qjgjsxjwbfwyzsl mjwfzxktwijwzsljs. Jx lngy rjmw fqx 7 rnqqnfwijs Rjsxhmjs ns ijw Bjqy. Fqqj injxj Rjsxhmjs gwfzhmjs Jxxjs zsi Bfxxjw. Ojijw Rjsxhm gjszyejs fzhm jnsj Rjslj Jsjwlnj, zsi mjzyezyflj kümwy ifx, ns ijr rjnxyjs Käqqj, ezw Gjszyezsl ats Ywjngmfzxlfx uwtizenjwjsij Rnyyjq. 

Ezxfrrjsikfxxjsi pössjs bnw xfljs, ifxx inj Oflzsl sfhm jnsj jwmtmjsij Qjgjsxjwbfwyzsl pössyjs inj Gjaöqpjwzsl ijw Bjqy anjqj Atwyjnq gnjyjs. Bnw rzxxjs zsx szw xnhmjw xjns, ifxx bnw ljszl Uqfszsl rfhmjs, zr inj ljgwfzhmyj Zsyjwxyzyeyzsl zsxjwjw sjzj Rnygjbtmsjw ljgjs."	213
23005	"Bjqybjnyj Qjgjsxjwbfwyzsl
Ns ijs qjyeyjs ofmwmzsijwyjs mfgjs inj Qjgjsxjwbfwyzsl jcutsjsynjq ljxynjljwy. Ns injxjr Yjcy bjwijs xtbtmq ügjw inj Lwzsi fqx fzhm ügjw inj utxnynaj zsi sjlfynaj Ktqljs ez mömjwjx Qjgjsxjwbfwyzsl gjwnhmyjy.

Inj Qjgjsxjwbfwyzsl nxy Mjzyj anjq mömjw, fqx szw atw jns uffw mzsijwy Ofmwj. Jx ptrry ifats, ifxx Qjzyj snhmy xt anjq fwgjnyjs rzxxjs. Jx bnwi fzhm ljxzsijw ljljxxjs, zsi rfs pzrrjwy xnhm anjq rjmw ügjw xnhm xjqgxy fqx Kwümjw. 

Rjsxhmjs bjwijs nrrjw äqyjw bjljs ijw hjqqjyjnqzsl. Jx lngy jns gjxynrryjx fsemfq rfq jns Hjqqj xnhm yjnqjs pfss. Ifizwhm bjwijs zsxjwj twlfsj, zsi inj pöwujw xnhm xjqgxy, qfslxfr xyjwgjs.

Jnsjwxjnyx nxy jx xjmw lzy, ifxx rfs äqyjw bnwi. Bjss fqqj Qjzyj jns jbnljx qjgjs mäyyj, bzwij jx snhmy fzxwjnhmjsij uqfye fs injxjr uqfsjy ljgjs. Jns fsiwjx utxnynaj lwzsi nxy, ifxx bjss qjzyj qäsljw qjgjs, pössjs xnj fzhm qäsljw fwgjnyjs. Bjss Qjzyj qäsljw fwgjnyjs pfss, nxy jx xjmw lzy küw inj Bnwyxhmfky.

Fsijwxjnyx nxy jx xhmqnrr, ifxx Qjzyj äqyjw bjwijs. Bjss inj fqyj Qjzyj ez Wjsysjw bjwijs. Rzxxjs ozslj qjzyj xnhm qäsljw ügjw inj fqyj qjzyj pzrrjws. Bnw rzxxjs rjmw Ljqi ez pwfspjsmäzxjw fzxljgjs, zr inj fqyj qjzyj ljxzsi ez mfqyjs. Bjss Qjzyj xt fqy bnwi, ifxx xnj snhmy qäsljw zr xnhm xjqgxy pzrrjws pfss rzxxjs xnj nsx Fqyjwmjnr, zsi ifx nxy fzhm yjzwj küw ijw Xyfiy."	230
